,Exam1Score,Exam2Score,AdmitORNot,probability,ZeroOROne,GoodorBadPrediction
81,94.83450672430195,45.69430680250754,1,0.9734715859093689,1.0,good-prediction
82,67.31925746917527,66.58935317747915,1,0.894532154616866,1.0,good-prediction
83,57.238706315698614,59.51428198012957,1,0.20319263971747184,0.0,bad-prediction
84,80.36675600171273,90.96014789746954,1,0.9999410476008614,1.0,good-prediction
85,68.46852178591112,85.59430710452014,1,0.9979824778667671,1.0,good-prediction
86,42.0754545384731,78.84478600148044,0,0.354560018837388,0.0,good-prediction
87,75.47770200533905,90.42453899753963,1,0.9998200288461826,1.0,good-prediction
88,78.6354243489802,96.64742716885642,1,0.9999732109515831,1.0,good-prediction
89,52.34800398794108,60.76950525602592,0,0.10695927207638041,0.0,good-prediction
90,94.09433112516793,77.15910509073893,1,0.9999439530235622,1.0,good-prediction
91,90.44855097096365,87.50879176484702,1,0.999985224952742,1.0,good-prediction
92,55.48216114069585,35.570703472288656,0,0.0014242823947328166,0.0,good-prediction
93,74.49269241843041,84.84513684930135,1,0.9993217414146764,1.0,good-prediction
94,89.8458067072098,45.35828361091658,1,0.9245701352299119,1.0,good-prediction
95,83.48916274498238,48.38028579728175,1,0.8586390538937533,1.0,good-prediction
96,42.261700809981704,87.10385094025456,1,0.7508819103527837,1.0,good-prediction
97,99.31500880510393,68.77540947206617,1,0.9998966057022899,1.0,good-prediction
98,55.34001756003703,64.9319380069486,1,0.3392754232031304,0.0,bad-prediction
99,74.77589300092767,89.52981289513276,1,0.9997509323733619,1.0,good-prediction
